tanggal,ulasan,sentimen,ulasan_bersih
2026-06-01,Mengawali bulan Juni dengan layanan donor yang sangat ramah.,Positif,awal bulan juni layan donor sangat ramah
2026-06-01,Petugas medis sangat cekatan dan profesional dalam mencari pembuluh darah.,Positif,tugas medis sangat cekat profesional cari buluh darah
2026-06-02,Lengan saya bengkak membiru karena perawat menusuk berulang kali dan gagal menemukan vena. Tolong evaluasi kompetensi petugas pengambil darah!,Negatif,lengan bengkak biru awat tusuk ulang kali gagal temu vena evaluasi kompetensi tugas ambil darah
2026-06-02,Saya rutin donor di sini. Biasa saja dan standar UDD.,Netral,rutin donor sini biasa dan standar udd
2026-06-03,Gedung bersih dan fasilitas sangat nyaman untuk pengunjung.,Positif,gedung bersih fasilitas sangat nyaman unjung
2026-06-03,Tempat ini keren dan recommended untuk pendonor baru.,Positif,tempat keren recommended donor baru
2026-06-04,Datang untuk donor darah rutin proses berjalan standar.,Netral,datang donor darah rutin proses jalan standar
2026-06-04,Petugas kasar dan tidak profesional saat menjawab pertanyaan.,Negatif,tugas kasar tidak profesional jawab tanya
2026-06-04,Petugas sangat ramah dan sabar melayani pendonor lansia.,Positif,tugas sangat ramah sabar layan donor lansia
2026-06-05,Ruang tunggu sangat nyaman dan banyak kursi empuk.,Positif,ruang tunggu sangat nyaman banyak kursi empuk
2026-06-05,Prosedur berjalan normal tidak ada kendala berarti hari ini.,Netral,prosedur jalan normal ada kendala arti hari
2026-06-06,Dokter screening memberikan penjelasan kesehatan yang sangat mendetail.,Positif,dokter screening beri jelas sehat sangat detail
2026-06-06,Sangat efisien tidak butuh waktu lama untuk selesai mendonorkan darah.,Positif,sangat efisien butuh waktu lama selesai donor darah
2026-06-07,Sangat lambat pergerakan antreannya petugasnya asyik mengobrol.,Negatif,sangat lambat gera antre tugas asyik obrol
2026-06-07,Selalu senang berdonor di sini karena layanannya bintang lima.,Positif,selalu senang donor sini layan bintang lima
2026-06-08,Sistem antrean online sangat memudahkan pendaftaran dari rumah.,Positif,sistem antre online sangat mudah daftar rumah
2026-06-08,Petugas sigap membantu mengambilkan air minum setelah saya merasa lemah.,Positif,tugas sigap bantu ambil air minum saya rasa lemah
2026-06-09,Rutinitas donor berjalan dengan lancar tanpa hambatan apapun.,Netral,rutinitas donor jalan lancar hambat apa
2026-06-09,Suvenir tas yang diberikan sangat bermanfaat. Terima kasih PMI.,Positif,suvenir tas beri sangat manfaat terima kasih pmi
2026-06-09,Hasil cek HB lab keluar sangat cepat tidak perlu menunggu lama.,Positif,hasil cek hb lab keluar sangat cepat perlu tunggu lama
2026-06-10,Suasana ruangan tenang sangat mendukung kenyamanan mental pendonor.,Positif,suasana ruang tenang sangat dukung nyaman mental donor
2026-06-10,Lantai koridor licin sehabis dipel tidak ada tanda peringatan bahaya.,Negatif,lantai koridor licin habis pel ada tanda ingat bahaya
2026-06-11,Aplikasi pendaftaran donor sangat membantu jadi tidak perlu lama mengantre.,Positif,aplikasi daftar donor sangat bantu jadi perlu lama antre
2026-06-11,Segel jarum dibuka tepat di depan mata saya. Sangat terjamin steril.,Positif,segel jarum buka tepat depan mata sangat jamin steril
2026-06-12,Semuanya biasa saja berjalan sesuai dengan standar yang ada.,Netral,semua biasa jalan sesuai standar ada
2026-06-12,Sistem komputer yang baru membuat proses jauh lebih ngebut.,Positif,sistem komputer baru buat proses jauh lebih ngebut
2026-06-13,Sangat bangga bisa donor di PMI Cirebon yang fasilitasnya hebat.,Positif,sangat bangga donor pmi cirebon fasilitas hebat
2026-06-13,Fasilitas bagus dan pelayanan donor terasa juara.,Positif,fasilitas bagus layan donor asa juara
2026-06-14,Antrean panjang membuat pelayanan menjadi sangat lambat.,Negatif,antre panjang buat layan jadi sangat lambat
2026-06-14,Sangat merekomendasikan PMI Cirebon untuk teman-teman di kantor.,Positif,sangat rekomendasi pmi cirebon teman teman kantor
2026-06-14,Pelayanan sampai malam hari sangat menolong warga yang sibuk.,Positif,layan malam hari sangat tolong warga sibuk
2026-06-15,Hanya mampir untuk donor rutin. Pelayanan cukup memadai.,Netral,mampir donor rutin layan cukup pada
2026-06-15,Pelayanannya mantap sangat prima dan menghargai para pendonor.,Positif,layan mantap sangat prima harga donor
2026-06-16,Proses tensi darah cepat dan alat yang digunakan canggih.,Positif,proses tensi darah cepat alat guna canggih
2026-06-16,Sangat efisien dari loket daftar sampai ruang observasi.,Positif,sangat efisien loket daftar ruang observasi
2026-06-17,"Petugas tidak ramah, bahkan terkesan sombong kepada pendonor.",Negatif,tugas ramah bahkan kes sombong donor
2026-06-17,Saya puas dengan pelayanan yang mantap dan teratur.,Positif,puas layan mantap atur
2026-06-18,Jarum langsung masuk pas ke pembuluh darah karena perawatnya jago.,Positif,jarum langsung masuk pas buluh darah awat jago
2026-06-18,Prosedur screening berjalan sesuai standar operasional yang baku.,Netral,prosedur screening jalan sesuai standar operasional baku
2026-06-19,Toilet pendonor wangi bersih dan sabun cuci tangan selalu tersedia.,Positif,toilet donor wangi bersih sabun cuci tangan selalu sedia
2026-06-19,Sangat terbantu dengan panduan alur donor yang jelas di lokasi.,Positif,sangat bantu pandu alur donor jelas lokasi
2026-06-20,Stok kantong darah jenis apheresis sedang kosong sayang sekali.,Negatif,stok kantong darah jenis apheresis sedang kosong sayang sekali
2026-06-20,Sangat terorganisir antreannya tidak membingungkan sama sekali.,Positif,sangat organisir antre bingung sama sekali
2026-06-21,Ruangan pemulihan nyaman dilengkapi televisi untuk hiburan relaksasi.,Positif,ruang pulih nyaman lengkap televisi hibur relaksasi
2026-06-21,Pelayanan memuaskan dari waktu ke waktu terus konsisten baik.,Positif,layan muas waktu waktu terus konsisten baik
2026-06-22,Layanan standar dengan kondisi ruangan yang wajar.,Netral,layan standar kondisi ruang wajar
2026-06-22,Petugas tanggap memberikan arahan bagi pendonor yang baru pertama kali.,Positif,tugas tanggap beri arah donor baru pertama kali
2026-06-23,Sangat puas mendonorkan darah secara rutin di tempat yang higienis ini.,Positif,sangat puas donor darah rutin tempat higienis
2026-06-23,Sangat mudah proses pendaftarannya apalagi sekarang pakai layar sentuh.,Positif,sangat mudah proses daftar sekarang pakai layar sentuh
2026-06-24,AC di dekat bed donor terlalu dingin hingga saya menggigil.,Negatif,ac dekat bed donor terlalu dingin hingga gigil
2026-06-24,Dokter jaga selalu siaga menjawab pertanyaan konsultasi kesehatan saya.,Positif,dokter jaga selalu siaga jawab tanya konsultasi sehat
2026-06-24,Ruangan sangat bersih bebas dari debu dan kuman.,Positif,ruang sangat bersih bebas debu kuman
2026-06-25,Tidak ada masalah sejauh ini pelayanan berjalan standar UDD.,Netral,ada masalah jauh layan jalan standar udd
2026-06-25,Pelayanannya cepat jadi bisa manfaatkan jam istirahat siang.,Positif,layan cepat jadi manfaat jam istirahat siang
2026-06-26,Sangat mengapresiasi kinerja seluruh petugas PMI yang tak kenal lelah.,Positif,sangat apresiasi kerja seluruh tugas pmi tak kenal lelah
2026-06-26,Sangat edukatif banyak *banner* informasi gizi yang berguna di lobi.,Positif,sangat edukatif banyak banner informasi gizi guna lobi
2026-06-27,Saya merasa kurang diperhatikan saat istirahat pasca donor.,Negatif,rasa kurang perhati istirahat pasca donor
2026-06-27,Layanannya sangat berkelas dan profesional setara rumah sakit besar.,Positif,layan sangat kelas profesional tara rumah sakit besar
2026-06-28,Proses donor berjalan normal seperti biasa tidak ada kendala.,Netral,proses donor jalan normal biasa ada kendala
2026-06-28,Sangat terbantu dengan aplikasi informasi stok darah yang akurat.,Positif,sangat bantu aplikasi informasi stok darah akurat
2026-06-29,Kondisi ruangan wajar dan proses berjalan normal.,Netral,kondisi ruang wajar proses jalan normal
2026-06-29,"Pelayanan bagus sekali, petugas profesional dan komunikatif.",Positif,layan bagus sekali tugas profesional komunikatif
2026-06-30,Fasilitas lengkap dan prosedur kebersihan selalu dijaga dengan ketat.,Positif,fasilitas lengkap prosedur bersih selalu jaga ketat
2026-06-30,Sangat terorganisir alur antreannya dari masuk sampai keluar ruangan.,Positif,sangat organisir alur antre masuk keluar ruang
2026-06-30,Pelayanan cepat saya sangat merekomendasikan tempat ini.,Positif,layan cepat sangat rekomendasi tempat
2026-06-30,Penanganan paska donor sangat diperhatikan dengan teliti.,Positif,tangan paska donor sangat perhati teliti
2026-06-30,Saya merekomendasikan PMI karena pelayanannya top.,Positif,rekomendasi pmi layan top
2026-06-30,PMI Cirebon sukses selalu melayani masyarakat dengan prima.,Positif,pmi cirebon sukses selalu layan masyarakat prima
2026-06-30,Saya donor setiap tiga bulan sekali sejauh ini layanannya standar saja.,Netral,donor tiga bulan sekali jauh layan standar
2026-06-30,Saya selalu merasa dihargai sebagai pahlawan kemanusiaan oleh staf di sini.,Positif,selalu rasa harga pahlawan manusia staf sini
2026-06-30,Terus tingkatkan mutu pelayanan donor darah untuk masyarakat.,Positif,terus tingkat mutu layan donor darah masyarakat
2026-06-30,PMI memberikan pengalaman donor yang luar biasa baik.,Positif,pmi beri alam donor luar biasa baik
2026-04-05,Layanan prima dan tenaga medisnya sangat profesional.,Positif,layan prima tenaga medis sangat profesional
2026-04-12,Pelayanan donor darah reguler tanpa kendala berarti.,Netral,layan donor darah reguler kendala arti
2026-04-20,Ruang observasi sangat nyaman untuk pemulihan pasca donor.,Positif,ruang observasi sangat nyaman pulih pasca donor
2026-05-02,Sangat cepat dan efisien pelayanannya mantap PMI.,Positif,sangat cepat efisien layan mantap pmi
2026-05-10,Petugas sigap melayani pendonor yang baru pertama kali datang.,Positif,tugas sigap layan donor baru pertama kali datang
2026-05-18,Agak lama menunggu giliran dipanggil ke bed donor hari ini.,Negatif,lama tunggu gilir panggil bed donor hari
2026-05-25,Terima kasih atas pelayanan yang luar biasa baik dari staf.,Positif,terima kasih atas layan luar biasa baik staf
2026-06-05,AC di ruang tunggu sangat dingin dan nyaman sekali.,Positif,ac ruang tunggu sangat dingin nyaman sekali
2026-06-10,Prosedur standar dijalankan dengan sangat tertib oleh petugas.,Netral,prosedur standar jalan sangat tertib tugas
2026-06-15,"Suasana nyaman, fasilitas keren, dan pelayanan bagus.",Positif,suasana nyaman fasilitas keren layan bagus
2026-06-20,"Ruang tunggu bau, kotor, dan tidak nyaman bagi pendonor.",Negatif,ruang tunggu bau kotor tidak nyaman donor
2026-06-25,Fasilitas lengkap dan sangat memadai untuk pendonor.,Positif,fasilitas lengkap sangat pada donor
